MitocartaID	MitocartaGene	UniprotNameMatches	UniprotBlastID	UniprotBlastName	BlastIdentity	BlastIdentityNoGaps	BlastCoverage	Type
NP_803431	FTMT	1	Q8N4E7	FTMT	1	1	1	non-interacting
NP_808881	PDE12	1	Q6L8Q7	PDE12	1	1	1	non-interacting
NP_835471	NMNAT3	0	Q96T66	NMNA3	1	1	1	non-interacting
NP_848621	SLC25A42	0	Q86VD7	S2542	1	1	1	non-interacting
NP_848652	NAT8L	1	Q8N9F0	NAT8L	1	1	1	non-interacting
NP_849158	PLD6	1	Q8N2A8	PLD6	1	1	1	non-interacting
NP_849189	SFXN2	1	Q96NB2	SFXN2	1	1	1	non-interacting
NP_859056	LYRM7	1	Q5U5X0	LYRM7	1	1	1	non-interacting
NP_859074	MICU3	1	Q86XE3	MICU3	1	1	1	non-interacting
NP_863654	ACOT7	0	O00154	BACH	1	1	1	non-interacting
NP_872282	COQ6	1	Q9Y2Z9	COQ6	1	1	1	non-interacting
NP_872307	MTERF4	0	Q7Z6M4	MTEF4	1	1	1	non-interacting
NP_872329	CMC1	1	Q7Z7K0	COXM1	1	1	1	non-interacting
NP_872384	THEM5	1	Q8N1Q8	THEM5	0.995951417004049	0.995951417004049	1	non-interacting
NP_886552	TRNT1	1	Q96Q11	TRNT1	0.997695852534562	0.997695852534562	1	non-interacting
NP_919255	ISCA2	1	Q86U28	ISCA2	1	1	1	non-interacting
NP_919267	TMEM65	0	Q6PI78	TMM65	1	1	1	non-interacting
NP_932068	FMC1	1	Q96HJ9	FMC1	1	1	1	non-interacting
NP_932342	COX20	1	Q5RI15	COX20	1	1	1	non-interacting
NP_932346	MSRB3	1	Q8IXL7	MSRB3	1	1	1	non-interacting
NP_940852	APOOL	0	Q6UXV4	MIC27	1	1	1	non-interacting
NP_942133	ACACA	1	Q13085	ACACA	1	1	1	non-interacting
NP_951032	NDUFAF3	0	Q9BU61	NDUF3	1	1	1	non-interacting
NP_954697	METAP1D	0	Q6UB28	MAP12	1	1	1	non-interacting
NP_955452	POLQ	0	O75417	DPOLQ	1	1	1	non-interacting
NP_958928	SLC25A35	0	Q3KQZ1	S2535	1	1	0.823728813559322	non-interacting
NP_964011	GLYAT	1	Q6IB77	GLYAT	1	1	1	non-interacting
NP_976043	CHCHD1	0	Q96BP2	CHCH1	1	1	1	non-interacting
NP_991330	MICOS13	0	Q5XKP0	MIC13	1	1	1	non-interacting
NP_996531	CLYBL	1	Q8N0X4	CLYBL	1	1	1	non-interacting
NP_997000	SLC25A47	0	Q6Q0C1	S2547	1	1	1	non-interacting
NP_997211	GPAT2	1	Q6NUI2	GPAT2	1	1	1	non-interacting
NP_997227	SPRYD4	0	Q8WW59	SPRY4	0.995169082125604	0.995169082125604	1	non-interacting
NP_997231	SLC25A34	0	Q6PIV7	S2534	1	1	1	non-interacting
NP_997260	TOMM20L	0	Q6UXN7	TO20L	1	1	1	non-interacting
NP_997717	BOLA3	1	Q53S33	BOLA3	1	1	1	non-interacting
NP_998760	ISCU	1	Q9H1K1	ISCU	1	1	1	non-interacting
NP_998814	SFXN4	1	Q6P4A7	SFXN4	1	1	1	non-interacting
NP_998885	CHCHD10	0	Q8WYQ3	CHC10	1	1	1	non-interacting
NP_001001184	Primpol	0	Q6P1E7	PRIPO	1	1	1	non-interacting
NP_001001297	Thnsl1	0	Q8BH55	THNS1	1	1	1	non-interacting
NP_001001985	Nat8l	0	Q3UGX3	NAT8L	0.996655518394649	0.996655518394649	1	non-interacting
NP_001004174	AA467197	0	Q810Q5	NMES1	1	1	1	non-interacting
NP_001005767	Parl	0	Q5XJY4	PARL	1	1	1	non-interacting
NP_001007571	Slc25a42	0	Q8R0Y8	S2542	1	1	1	non-interacting
NP_001007579	Armcx6	0	Q8K3A6	ARMX6	1	1	1	non-interacting
NP_001008548	Pde2a	0	Q922S4	PDE2A	0.995740149094782	1	1	non-interacting
NP_001009927	Mief2	0	Q5NCS9	MID49	1	1	1	non-interacting
NP_001009949	Slc25a51	0	Q5HZI9	S2551	1	1	1	non-interacting
NP_001012310	Slc25a47	0	Q6IS41	S2547	1	1	1	non-interacting
NP_001013041	Mterf1a	0	Q8CHZ9	MTF1A	1	1	1	non-interacting
NP_001013399	Rsad1	0	Q5SUV1	RSAD1	1	1	1	non-interacting
NP_001013407	Mrs2	0	Q5NCE8	MRS2	1	1	1	non-interacting
NP_001013423	Tcaim	0	Q66JZ4	TCAIM	1	1	0.980353634577603	non-interacting
NP_001013784	Gm4952	0	Q5FW57	GLYAL	1	1	1	non-interacting
NP_001013802	Slc25a34	0	A2ADF7	S2534	1	1	1	non-interacting
NP_001013836	Amt	0	Q8CFA2	GCST	1	1	1	non-interacting
NP_001017429	Cox17	0	P56394	COX17	1	1	1	non-interacting
NP_001019556	Crls1	0	Q80ZM8	CRLS1	1	1	1	non-interacting
NP_001019777	Pdp2	0	Q504M2	Q504M2	1	1	1	non-interacting
NP_001020024	Timm9	0	Q9WV98	TIM9	1	1	1	non-interacting
NP_001020732	Pus1	0	Q9WU56	TRUA	0.959183673469388	1	1	non-interacting
NP_001021118	Dnm1l	0	Q8K1M6	DNM1L	0.942048517520216	1	1	non-interacting
NP_001025161	Mettl17	0	Q3U2U7	MET17	1	1	1	non-interacting
NP_001025185	Mcat	0	Q8R3F5	FABD	1	1	1	non-interacting
NP_001025445	Ndufs5	0	Q99LY9	NDUS5	1	1	1	non-interacting
NP_001026978	Mrpl41	0	Q9CQN7	RM41	1	1	1	non-interacting
NP_001027021	Agxt2	0	Q3UEG6	AGT2	0.948243992606285	1	1	non-interacting
NP_001028308	Rmdn3	0	Q3UJU9	RMD3	1	1	1	non-interacting
NP_001028312	Sdhaf1	0	Q3U276	SDHF1	1	1	1	non-interacting
NP_001028374	Usp30	0	Q3UN04	UBP30	1	1	1	non-interacting
NP_001028376	Rpusd3	0	Q14AI6	RUSD3	1	1	1	non-interacting
NP_001028401	Cyp11b1	0	Q3TG86	Q3TG86	1	1	1	non-interacting
NP_001028431	Mcu	0	Q3UMR5	MCU	1	1	1	non-interacting
NP_001028436	Gls2	0	Q571F8	GLSL	1	1	1	non-interacting
NP_001028456	Cryzl2	0	Q3UNZ8	QORL2	1	1	1	non-interacting
NP_001028469	Smim26	0	Q3V460	Q3V460	1	1	1	non-interacting
NP_001028477	Ndufb6	0	Q3UIU2	NDUB6	1	1	1	non-interacting
NP_001028482	Cox18	0	Q8VC74	COX18	1	1	1	non-interacting
NP_001028625	Pdp1	0	Q3UV70	PDP1	1	1	1	non-interacting
NP_001028662	Pusl1	0	A2ADA5	PUSL1	1	1	1	non-interacting
NP_001028770	Acsl6	0	Q91WC3	ACSL6	1	1	1	non-interacting
NP_001028802	2310061I04Rik	0	B8JJ69	B8JJ69	1	1	1	non-interacting
NP_001029138	Ak2	0	Q9WTP6	KAD2	1	1	1	non-interacting
NP_001032247	Tomm40l	0	Q9CZR3	TM40L	1	1	1	non-interacting
NP_001032833	Timm8a2	0	Q4FZG7	TI8AB	1	1	1	non-interacting
NP_001033007	Lipt1	0	Q8VCM4	LIPT	1	1	1	non-interacting
NP_001033027	Dhrs4	0	Q99LB2	DHRS4	1	1	1	non-interacting
NP_001033681	Glrx2	0	Q923X4	GLRX2	1	1	1	non-interacting
NP_001034138	Cox8c	0	A6H666	COX8C	1	1	1	non-interacting
NP_001034166	Plpbp	0	Q9Z2Y8	PLPHP	1	1	1	non-interacting
NP_001034278	Fars2	0	Q99M01	SYFM	1	1	1	non-interacting
NP_001034283	Aifm2	0	Q8BUE4	FSP1	1	1	1	non-interacting
NP_001034598	Pnkd	0	Q69ZP3	PNKD	1	1	1	non-interacting
NP_001034675	Glyctk	0	Q8QZY2	GLCTK	0.992351816443595	0.992351816443595	1	non-interacting
NP_001034799	Coq10b	0	Q3THF9	CQ10B	0.995833333333333	0.995833333333333	0.991735537190083	non-interacting
NP_001034913	Fdx2	0	Q9CPW2	FDX2	1	1	1	non-interacting
NP_001035115	Sco1	0	Q5SUC9	SCO1	1	1	1	non-interacting
NP_001035485	Nadk2	0	Q8C5H8	NAKD2	0.951327433628319	1	1	non-interacting
NP_001035781	Ung	0	P97931	UNG	1	1	1	non-interacting
NP_001035978	Txnrd1	0	Q9JMH6	TRXR1	1	1	1	non-interacting
NP_001036006	Akap1	0	O08715	AKAP1	1	1	1	non-interacting
NP_001036135	Mterf1b	0	B9EJ57	MTF1B	1	1	0.994750656167979	non-interacting
NP_001037854	Clpx	0	Q9JHS4	CLPX	0.977917981072555	1	1	non-interacting
NP_001038209	Gcdh	0	Q60759	GCDH	1	1	0.979865771812081	non-interacting
NP_001039023	Pick1	0	Q62083	PICK1	0.987980769230769	0.987980769230769	1	non-interacting
NP_001070149	Lyrm9	0	Q3UN90	LYRM9	1	1	1	non-interacting
NP_001071181	Sdhaf3	0	Q8BQU3	SDHF3	1	1	1	non-interacting
NP_001073595	Casp8	0	O89110	CASP8	1	1	1	non-interacting
NP_001074278	Cps1	0	Q8C196	CPSM	1	1	1	non-interacting
NP_001074438	Thg1l	0	Q9CY52	THG1	1	1	1	non-interacting
NP_001074509	Coq10a	0	E9Q3H6	E9Q3H6	1	1	1	non-interacting
NP_001074517	Slc25a18	0	Q9DB41	GHC2	1	1	1	non-interacting
NP_001074523	Qrsl1	0	Q9CZN8	GATA	1	1	1	non-interacting
NP_001074528	Mcur1	0	Q9CXD6	MCUR1	1	1	1	non-interacting
NP_001074550	Gls	0	D3Z7P3	GLSK	1	1	1	non-interacting
NP_001074558	Gpat2	0	Q14DK4	GPAT2	1	1	1	non-interacting
NP_001074599	Ogdhl	0	E9Q7L0	E9Q7L0	1	1	1	non-interacting
NP_001074600	Dhtkd1	0	A2ATU0	DHTK1	1	1	1	non-interacting
NP_001074650	Maip1	0	Q8BHE8	MAIP1	1	1	1	non-interacting
NP_001074679	Mrpl44	0	Q9CY73	RM44	1	1	1	non-interacting
NP_001074830	Mtarc1	0	Q9CW42	MARC1	0.976608187134503	0.982352941176471	1	non-interacting
NP_001074877	Agmat	0	A2AS89	SPEB	1	1	1	non-interacting
NP_001075881	Slc25a53	0	A2AF28	A2AF28	1	1	1	non-interacting
NP_001076444	Sdr39u1	0	Q5M8N4	D39U1	1	1	1	non-interacting
NP_001076797	Mtg2	0	A2AFK4	A2AFK4	1	1	1	non-interacting
NP_001077360	Ndufv3	0	Q8BK30	NDUV3	1	1	1	non-interacting
NP_001078962	Ndufaf6	0	A2AIL4	NDUF6	1	1	1	non-interacting
NP_001078966	Slc25a43	0	A2A3V2	S2543	1	1	1	non-interacting
NP_001078969	Cisd3	0	B1AR13	CISD3	1	1	1	non-interacting
NP_001092280	Ptrh2	0	Q8R2Y8	PTH2	1	1	1	non-interacting
NP_001093145	Tomm5	0	B1AXP6	TOM5	1	1	1	non-interacting
NP_001095068	Isoc2a	0	P85094	ISC2A	1	1	1	non-interacting
NP_001095916	Alas2	0	P08680	HEM0	0.974446337308348	1	1	non-interacting
NP_001096035	Alkbh1	0	P0CB42	ALKB1	1	1	1	non-interacting
NP_001103218	Tomm40	0	Q9QYA2	TOM40	1	1	1	non-interacting
NP_001103665	Echdc1	0	Q9D9V3	ECHD1	1	1	1	non-interacting
NP_001103712	Ndufaf8	0	A2AMZ4	NDUF8	1	1	1	non-interacting
NP_001103801	Eci2	0	Q9WUR2	ECI2	1	1	1	non-interacting
NP_001104487	Serac1	0	Q3U213	SRAC1	1	1	1	non-interacting
NP_001104532	Comt	0	O88587	COMT	1	1	1	non-interacting
NP_001104536	Fkbp8	0	O35465	FKBP8	0.997518610421836	1	1	non-interacting
NP_001104758	Sco2	0	Q8VCL2	SCO2	1	1	1	non-interacting
NP_001106209	Atp5c1	0	Q91VR2	ATPG	1	1	1	non-interacting
NP_001116155	Bdh1	0	Q80XN0	BDH	1	1	1	non-interacting
NP_001120810	Aldh7a1	0	Q9DBF1	AL7A1	1	1	1	non-interacting
NP_001120818	Ndufaf2	0	Q59J78	NDUF2	1	1	1	non-interacting
NP_001120823	Sirt3	0	Q8R104	SIR3	1	1	1	non-interacting
NP_001122073	Mthfsl	0	L7N466	L7N466	1	1	1	non-interacting
NP_001123635	Oxr1	0	Q4KMM3	OXR1	0.965295629820051	1	1	non-interacting
NP_001123929	Tbrg4	0	Q91YM4	FAKD4	1	1	1	non-interacting
NP_001128189	2810006K23Rik	0	Q80VP5	MTRFR	1	1	1	non-interacting
NP_001129712	Chdh	0	Q8BJ64	CHDH	1	1	1	non-interacting
NP_001132975	Dnlz	0	Q9D113	DNLZ	1	1	0.975609756097561	non-interacting
NP_001136276	Acss3	0	Q14DH7	ACSS3	1	1	1	non-interacting
NP_001138905	Smim20	0	D3Z7Q2	SIM20	1	1	1	non-interacting
NP_001139292	Gpd2	0	Q64521	GPDM	1	1	1	non-interacting
NP_001139348	Slc25a44	0	Q8BGF9	S2544	1	1	1	non-interacting
NP_001139521	Htatip2	0	Q9Z2G9	HTAI2	1	1	1	non-interacting
NP_001139529	Acot7	0	Q91V12	BACH	1	1	0.9921875	non-interacting
NP_001139556	Fastkd5	0	Q7TMV3	FAKD5	1	1	0.944237918215613	non-interacting
NP_001152747	Slc25a2	0	Q99ML6	Q99ML6	1	1	1	non-interacting
NP_001152882	Guk1	0	Q64520	KGUA	1	1	0.956521739130435	non-interacting
NP_001152893	Ccdc58	0	Q8R3Q6	MIX23	0.708333333333333	1	1	non-interacting
NP_001153001	Cox7a2l	0	Q61387	COX7R	0.828358208955224	1	1	non-interacting
NP_001153053	Mutyh	0	Q99P21	MUTYH	1	1	1	non-interacting
NP_001153110	Them7	0	Q9DCP4	Q9DCP4	1	1	1	non-interacting
NP_001153359	Ociad1	0	Q9CRD0	OCAD1	0.793522267206478	1	1	non-interacting
NP_001153510	Ndufs1	0	Q91VD9	NDUS1	1	1	1	non-interacting
NP_001153828	Uqcc3	0	Q8K2T4	UQCC3	1	1	1	non-interacting
NP_001154891	Atp5g1	0	Q9CR84	AT5G1	1	1	1	non-interacting
NP_001155859	Pex11b	0	Q9Z210	PX11B	1	1	1	non-interacting
NP_001155964	Mpst	0	Q99J99	THTM	1	1	1	non-interacting
NP_001155975	Sqor	0	Q9R112	SQOR	1	1	1	non-interacting
NP_001155993	Dguok	0	Q9QX60	DGUOK	1	1	1	non-interacting
NP_001156390	Ccdc90b	0	Q8C3X2	CC90B	0.8671875	1	1	non-interacting
NP_001156417	Mtx3	0	D3YTP3	D3YTP3	1	1	1	non-interacting
NP_001156478	Micos10	0	Q7TNS2	MIC10	1	1	1	non-interacting
NP_001156762	Coq8a	0	Q60936	COQ8A	1	1	1	non-interacting
NP_001156826	Rhot1	0	Q8BG51	MIRO1	0.951734539969834	1	1	non-interacting
NP_001156953	Fkbp10	0	Q61576	FKB10	0.998278829604131	1	1	non-interacting
NP_001157010	Pgam5	0	Q8BX10	PGAM5	1	1	1	non-interacting
NP_001157089	Tars2	0	Q3UQ84	SYTM	0.964038727524205	1	1	non-interacting
NP_001157094	Prepl	0	Q8C167	PPCEL	1	1	1	non-interacting
NP_001157100	Etfrf1	0	Q91V16	ETFR1	1	1	1	non-interacting
NP_001157214	Nlrx1	0	Q3TL44	NLRX1	1	1	1	non-interacting
NP_001157688	Romo1	0	P60603	ROMO1	1	1	1	non-interacting
NP_001157829	Slc25a25	0	A2ASZ8	SCMC2	0.997601918465228	0.997601918465228	0.830677290836653	non-interacting
NP_001157997	Tstd1	0	E9PY03	E9PY03	1	1	1	non-interacting
NP_001158031	Trmt1	0	Q3TX08	TRM1	0.996983408748115	0.996983408748115	1	non-interacting
NP_001158201	Tomm6	0	Q9CQN3	TOM6	1	1	1	non-interacting
NP_001158285	Pet117	0	P0DJF2	PT117	1	1	1	non-interacting
NP_001159503	Mrps2	0	Q924T2	RT02	0.934707903780069	1	1	non-interacting
NP_001159849	Armcx1	0	Q9CX83	ARMX1	1	1	1	non-interacting
NP_001159869	Armcx2	0	Q6A058	ARMX2	1	1	1	non-interacting
NP_001159922	Slc25a14	0	Q9Z2B2	UCP5	1	1	1	non-interacting
NP_001161163	Sirt4	0	Q8R216	SIR4	1	1	1	non-interacting
NP_001161208	Chchd6	0	Q91VN4	MIC25	0.897435897435897	1	1	non-interacting
NP_001161466	Trmt2b	0	Q8BQJ6	TRM2	1	1	1	non-interacting
NP_001161969	Plscr3	0	Q9JIZ9	PLS3	1	1	1	non-interacting
NP_001162130	Ccdc127	0	Q3TC33	CC127	1	1	1	non-interacting
NP_001164062	Nfu1	0	Q9QZ23	NFU1	0.99609375	1	1	non-interacting
NP_001164256	Mthfd1l	0	Q3V3R1	C1TM	1	1	1	non-interacting
NP_001165583	Dhrs7b	0	Q99J47	DRS7B	1	1	1	non-interacting
NP_001166032	Sphk2	0	Q9JIA7	SPHK2	1	1	1	non-interacting
NP_001167018	Taz	0	Q91WF0	TAZ	0.996197718631179	1	1	non-interacting
NP_001170873	Cebpzos	0	Q8BTE5	CEBOS	1	1	1	non-interacting
NP_001171043	Slc25a13	0	Q9QXX4	CMC2	0.998520710059172	1	1	non-interacting
NP_001171047	Slc25a22	0	Q9D6M3	GHC1	1	1	1	non-interacting
NP_001171066	Slc8b1	0	Q925Q3	NCLX	1	1	0.851449275362319	non-interacting
NP_001171073	Ak4	0	Q9WUR9	KAD4	1	1	1	non-interacting
NP_001171129	Mrpl15	0	Q9CPR5	RM15	1	1	1	non-interacting
NP_001171449	Acsm2	0	Q8K0L3	ACSM2	0.991379310344828	1	1	non-interacting
NP_001171483	Sfxn3	0	Q91V61	SFXN3	0.897196261682243	1	1	non-interacting
NP_001177193	Mrps36	0	Q9CQX8	KGD4	0.980392156862745	1	1	non-interacting
NP_001177251	Chchd7	0	Q8K2Q5	CHCH7	1	1	1	non-interacting
NP_001177286	Naxd	0	Q9CZ42	NNRD	1	1	0.960244648318043	non-interacting
NP_001177366	Abhd11	0	Q8K4F5	ABHDB	1	1	1	non-interacting
NP_001177419	Dmpk	0	P54265	DMPK	0.958795562599049	1	1	non-interacting
NP_001182173	Pet100	0	P0DJE0	PT100	1	1	1	non-interacting
NP_001185927	Vdac3	0	Q60931	VDAC3	0.996478873239437	1	1	non-interacting
NP_001185949	Angel2	0	Q8K1C0	ANGE2	1	1	1	non-interacting
NP_001186051	Ghitm	0	Q91VC9	GHITM	1	1	1	non-interacting
NP_001186106	Opa1	0	P58281	OPA1	0.98159509202454	1	1	non-interacting
NP_001186225	Acly	0	Q91V92	ACLY	0.990917347865577	1	1	non-interacting
NP_001186267	Apoo	0	Q9DCZ4	MIC26	1	1	1	non-interacting
NP_001193311	Mavs	0	Q8VCF0	MAVS	1	1	1	non-interacting
NP_001229287	Trnt1	0	Q8K1J6	TRNT1	1	1	1	non-interacting
NP_001229336	Miga2	0	Q8BK03	MIGA2	1	1	1	non-interacting
NP_001229509	Nit1	0	Q8VDK1	NIT1	1	1	1	non-interacting
NP_001229981	Bcat2	0	O35855	BCAT2	1	1	1	non-interacting
NP_001239023	Etfbkmt	0	Q80ZM3	ETKMT	1	1	1	non-interacting
NP_001239149	Nbr1	0	P97432	NBR1	1	1	1	non-interacting
NP_001239211	Ogdh	0	Q60597	ODO1	0.985549132947977	1	1	non-interacting
NP_001239245	Shmt2	0	Q9CZN7	GLYM	0.994047619047619	1	1	non-interacting
NP_001239313	Slc25a19	0	Q9DAM5	TPC	1	1	1	non-interacting
NP_001239399	Cpt1c	0	Q8BGD5	CPT1C	1	1	1	non-interacting
NP_001239418	Osbpl1a	0	Q91XL9	OSBL1	1	1	1	non-interacting
NP_001239484	Gstz1	0	Q9WVL0	MAAI	1	1	1	non-interacting
NP_001239611	Dhx30	0	Q99PU8	DHX30	1	1	1	non-interacting
NP_001240319	Mtfr1	0	Q99MB2	MTFR1	1	1	1	non-interacting
NP_001240610	Immt	0	Q8CAQ8	MIC60	0.985468956406869	1	1	non-interacting
NP_001240641	Msra	0	Q9D6Y7	MSRA	1	1	1	non-interacting
NP_001240797	Tmem205	0	Q91XE8	TM205	1	1	1	non-interacting
NP_001240826	Ecsit	0	Q9QZH6	ECSIT	0.997701149425287	0.997701149425287	1	non-interacting
NP_001241683	Echdc2	0	Q3TLP5	ECHD2	1	1	1	non-interacting
NP_001243029	Mtif3	0	Q9CZD5	IF3M	1	1	1	non-interacting
NP_001243041	Mtfr1l	0	Q9CWE0	MFR1L	1	1	1	non-interacting
NP_001258331	Ephx2	0	P34914	HYES	1	1	1	non-interacting
NP_001258372	Ndufs8	0	Q8K3J1	NDUS8	1	1	1	non-interacting
NP_001258392	Gfm2	0	Q8R2Q4	RRF2M	1	1	1	non-interacting
NP_001258653	Surf1	0	P09925	SURF1	0.96078431372549	1	1	non-interacting
NP_001263394	Vps13d	0	B1ART2	B1ART2	0.999772209567198	1	1	non-interacting
NP_001263639	Agxt	0	O35423	SPYA	1	1	1	non-interacting
NP_001264225	Adck1	0	Q9D0L4	ADCK1	1	1	1	non-interacting
NP_001265344	Ndufv2	0	Q9D6J6	NDUV2	1	1	1	non-interacting
NP_001269047	Mtif2	0	Q91YJ5	IF2M	1	1	1	non-interacting
NP_001271338	Casp3	0	P70677	CASP3	1	1	1	non-interacting
NP_001272382	Bad	0	Q61337	BAD	1	1	1	non-interacting
NP_001272713	Pars2	0	Q8CFI5	SYPM	1	1	1	non-interacting
NP_001272768	Osgepl1	0	Q6PEB4	OSGL1	1	1	1	non-interacting
NP_001272830	Eri3	0	Q8C460	ERI3	1	1	1	non-interacting
NP_001272849	Mfn2	0	Q80U63	MFN2	1	1	1	non-interacting
NP_001272888	Lyrm1	0	Q9CQB7	LYRM1	1	1	1	non-interacting
NP_001272911	Antkmt	0	Q501J2	ANKMT	1	1	1	non-interacting
NP_001276483	Styxl1	0	Q9DAR2	Q9DAR2	1	1	1	non-interacting
NP_001276492	Mpv17l	0	Q99MS3	MP17L	1	1	1	non-interacting
NP_001276524	Slc25a40	0	Q8BGP6	S2540	1	1	1	non-interacting
NP_001276559	Mgme1	0	Q9CXC3	MGME1	1	1	1	non-interacting
NP_001276645	Bcl2l1	0	Q64373	B2CL1	1	1	1	non-interacting
NP_001276727	Hadhb	0	Q99JY0	ECHB	1	1	1	non-interacting
NP_001276777	Cox6b2	0	Q80ZN9	CX6B2	1	1	1	non-interacting
NP_001295354	Pigbos1	0	A0A5F8MPY0	A0A5F8MPY0	1	1	1	non-interacting
NP_031407	Acadl	0	P51174	ACADL	0.993023255813953	0.993023255813953	1	non-interacting
NP_031408	Acadm	0	P45952	ACADM	1	1	1	non-interacting
NP_031409	Acads	0	Q07417	ACADS	1	1	1	non-interacting
NP_031461	Abcd1	0	P48410	ABCD1	1	1	1	non-interacting
NP_031463	Aldh3a2	0	P47740	AL3A2	1	1	1	non-interacting
NP_031476	Slc25a4	0	P48962	ADT1	1	1	1	non-interacting
NP_031477	Slc25a5	0	P51881	ADT2	1	1	1	non-interacting
NP_031478	Prdx3	0	P20108	PRDX3	1	1	1	non-interacting
NP_031479	Prdx6	0	O08709	PRDX6	0.995535714285714	0.995535714285714	1	non-interacting
NP_031506	Arf5	0	P84084	ARF5	1	1	1	non-interacting
NP_031531	Atp5a1	0	Q03265	ATPA	1	1	1	non-interacting
NP_031533	Atp5k	0	Q06185	ATP5I	1	1	1	non-interacting
NP_031538	Atpif1	0	O35143	ATIF1	1	1	1	non-interacting
NP_031549	Bak1	0	O08734	BAK	1	1	1	non-interacting
NP_031553	Bax	0	Q07813	BAX	1	1	1	non-interacting
NP_031557	Phb2	0	O35129	PHB2	1	1	1	non-interacting
NP_031559	Bckdha	0	P50136	ODBA	0.993212669683258	0.993212669683258	0.991031390134529	non-interacting
NP_031562	Bcl2a1d	0	O55179	O55179	1	1	1	non-interacting
NP_031563	Bcl2l2	0	P70345	B2CL2	1	1	1	non-interacting
NP_031570	Bid	0	P70444	BID	1	1	1	non-interacting
NP_031572	Bik	0	O70337	BIK	1	1	1	non-interacting
NP_031599	C1qbp	0	O35658	C1QBP	0.989247311827957	0.992805755395683	1	non-interacting
NP_031634	Car5a	0	P23589	CAH5A	1	1	1	non-interacting
NP_031647	Cbr2	0	P08074	CBR2	1	1	1	non-interacting
NP_031773	Cox5a	0	P12787	COX5A	1	1	1	non-interacting
NP_031774	Cox6a1	0	P43024	CX6A1	1	1	0.991071428571429	non-interacting
NP_031775	Cox7c	0	P17665	COX7C	1	1	1	non-interacting
NP_031776	Cox8a	0	Q64445	COX8A	1	1	1	non-interacting
NP_031777	Cox8b	0	P48772	COX8B	1	1	1	non-interacting
NP_031783	Cpox	0	P36552	HEM6	1	1	1	non-interacting
NP_031786	Crat	0	P47934	CACP	1	1	1	non-interacting
NP_031797	Cry1	0	P97784	CRY1	1	1	1	non-interacting
NP_031834	Cycs	0	P62897	CYC	1	1	1	non-interacting
NP_031856	Dbi	0	P31786	ACBP	1	1	1	non-interacting
NP_031887	Dld	0	O08749	DLDH	1	1	1	non-interacting
NP_031957	Endog	0	O08600	NUCG	1	1	1	non-interacting
NP_032007	Acsl1	0	P41216	ACSL1	1	1	1	non-interacting
NP_032014	Fasn	0	P19096	FAS	1	1	1	non-interacting
NP_032022	Fdx1	0	P46656	ADX	1	1	1	non-interacting
NP_032023	Fdxr	0	Q61578	ADRO	1	1	1	non-interacting
NP_032024	Fech	0	P22315	HEMH	1	1	1	non-interacting
NP_032070	Fxn	0	O35943	FRDA	1	1	1	non-interacting
NP_032121	Nipsnap2	0	O55126	NIPS2	0.98576512455516	0.98576512455516	1	non-interacting
NP_032159	Glud1	0	P26443	DHE3	1	1	1	non-interacting
NP_032175	Gpam	0	Q61586	GPAT1	1	1	1	non-interacting
NP_032186	Gpx1	0	P11352	GPX1	1	1	1	non-interacting
NP_032188	Gpx4	0	O70325	GPX4	1	1	1	non-interacting
NP_032238	Hadh	0	Q61425	HCDH	1	1	1	non-interacting
NP_032248	Hccs	0	P53702	CCHL	1	1	1	non-interacting
NP_032274	Hint1	0	P70349	HINT1	1	1	1	non-interacting
NP_032275	Tfb2m	0	Q3TL26	TFB2M	1	1	1	non-interacting
NP_032280	Hmgcl	0	P38060	HMGCL	1	1	1	non-interacting
NP_032282	Hmgcs2	0	P54869	HMCS2	1	1	1	non-interacting
NP_032313	Rida	0	P52760	RIDA	1	1	1	non-interacting
NP_032318	Hsd17b4	0	P51660	DHB4	1	1	1	non-interacting
NP_032329	Hspe1	0	Q64433	CH10	1	1	1	non-interacting
NP_032349	Idh3g	0	P70404	IDHG1	1	1	1	non-interacting
NP_032418	Acod1	0	P54987	IRG1	0.997950819672131	0.997950819672131	1	non-interacting
NP_032518	Ldhb	0	P16125	LDHB	1	1	1	non-interacting
NP_032563	Amacr	0	O09174	AMACR	1	1	1	non-interacting
NP_032588	Mcl1	0	P97287	MCL1	1	1	1	non-interacting
NP_032643	Mdh2	0	P08249	MDHM	1	1	1	non-interacting
NP_032648	Mpv17	0	P19258	MPV17	1	1	1	non-interacting
NP_032664	Mthfd2	0	P18155	MTDC	1	1	1	non-interacting
NP_032676	Mmut	0	P16332	MUTA	1	1	1	non-interacting
NP_032724	Nipsnap1	0	O55125	NIPS1	1	1	1	non-interacting
NP_032736	Nnt	0	Q61941	NNTM	0.998158379373849	0.998158379373849	1	non-interacting
NP_032769	Nthl1	0	O35980	NTH	1	1	1	non-interacting
NP_032795	Otc	0	P11725	OTC	1	1	1	non-interacting
NP_032823	Pcx	0	Q05920	PYC	0.999151103565365	0.999151103565365	1	non-interacting
NP_032836	Pdha1	0	P35486	ODPA	1	1	1	non-interacting
NP_032837	Pdha2	0	P35487	ODPAT	1	1	1	non-interacting
NP_032857	Phb	0	P67778	PHB1	1	1	1	non-interacting
NP_032880	Prkaca	0	P05132	KAPCA	1	1	1	non-interacting
NP_032892	Lypla1	0	P97823	LYPA1	1	1	1	non-interacting
