xiphophorus_groups/OG0000213.fa:1:>sp|P40305|IFI27_HUMAN
xiphophorus_groups/OG0007518.fa:1:>sp|Q9UG56|PISD_HUMAN
xiphophorus_groups/OG0007518.fa:9:>sp|Q8BSF4|PISD_MOUSE
xiphophorus_groups/OG0007521.fa:1:>sp|Q9Y2Z9|COQ6_HUMAN
xiphophorus_groups/OG0007521.fa:10:>sp|Q8R1S0|COQ6_MOUSE
xiphophorus_groups/OG0007522.fa:1:>sp|Q9Y3B8|ORN_HUMAN
xiphophorus_groups/OG0007522.fa:6:>sp|Q9D8S4|ORN_MOUSE
xiphophorus_groups/OG0007536.fa:1:>sp|Q07973|CP24A_HUMAN
xiphophorus_groups/OG0007536.fa:11:>sp|Q64441|CP24A_MOUSE
xiphophorus_groups/OG0007537.fa:1:>sp|Q12931|TRAP1_HUMAN
xiphophorus_groups/OG0007537.fa:14:>sp|Q9CQN1|TRAP1_MOUSE
xiphophorus_groups/OG0007547.fa:1:>sp|Q6P161|RM54_HUMAN
xiphophorus_groups/OG0007547.fa:5:>sp|Q9CPW3|RM54_MOUSE
xiphophorus_groups/OG0007579.fa:1:>sp|P78540|ARGI2_HUMAN
xiphophorus_groups/OG0007579.fa:8:>sp|O08691|ARGI2_MOUSE
xiphophorus_groups/OG0007587.fa:1:>sp|Q5HYI7|MTX3_HUMAN
xiphophorus_groups/OG0007587.fa:8:>tr|D3YTP3|D3YTP3_MOUSE
xiphophorus_groups/OG0007588.fa:1:>sp|Q5SVS4|KMCP1_HUMAN
xiphophorus_groups/OG0007588.fa:7:>sp|Q9CR58|KMCP1_MOUSE
xiphophorus_groups/OG0007595.fa:1:>sp|Q86TS9|RM52_HUMAN
xiphophorus_groups/OG0007595.fa:5:>sp|Q9D0Y8|RM52_MOUSE
xiphophorus_groups/OG0007609.fa:1:>sp|Q9BZE1|RM37_HUMAN
xiphophorus_groups/OG0007609.fa:10:>sp|Q921S7|RM37_MOUSE
xiphophorus_groups/OG0007611.fa:1:>sp|Q9NUQ2|PLCE_HUMAN
xiphophorus_groups/OG0007611.fa:9:>sp|Q9D1E8|PLCE_MOUSE
xiphophorus_groups/OG0007620.fa:4:>tr|Q3V460|Q3V460_MOUSE
xiphophorus_groups/OG0007625.fa:1:>sp|P07108|ACBP_HUMAN
xiphophorus_groups/OG0007625.fa:4:>sp|P31786|ACBP_MOUSE
xiphophorus_groups/OG0007655.fa:1:>sp|Q9HAC7|SUCHY_HUMAN
xiphophorus_groups/OG0007655.fa:10:>sp|Q7TNE1|SUCHY_MOUSE
xiphophorus_groups/OG0007712.fa:1:>sp|P49327|FAS_HUMAN
xiphophorus_groups/OG0007712.fa:44:>sp|P19096|FAS_MOUSE
xiphophorus_groups/OG0007717.fa:1:>sp|Q5RI15|COX20_HUMAN
xiphophorus_groups/OG0007717.fa:4:>sp|Q9D7J4|COX20_MOUSE
xiphophorus_groups/OG0007755.fa:1:>sp|Q16891|MIC60_HUMAN
xiphophorus_groups/OG0007755.fa:15:>sp|Q8CAQ8|MIC60_MOUSE
xiphophorus_groups/OG0007761.fa:1:>sp|Q709F0|ACD11_HUMAN
xiphophorus_groups/OG0007761.fa:15:>sp|Q80XL6|ACD11_MOUSE
xiphophorus_groups/OG0007792.fa:1:>sp|Q15119|PDK2_HUMAN
xiphophorus_groups/OG0007792.fa:9:>sp|Q9JK42|PDK2_MOUSE
xiphophorus_groups/OG0007817.fa:1:>sp|Q9NX36|DJC28_HUMAN
xiphophorus_groups/OG0007817.fa:9:>sp|Q8VCE1|DJC28_MOUSE
xiphophorus_groups/OG0007819.fa:1:>sp|Q9Y2W6|TDRKH_HUMAN
xiphophorus_groups/OG0007819.fa:12:>sp|Q80VL1|TDRKH_MOUSE
xiphophorus_groups/OG0007820.fa:1:>sp|Q9Y3D5|RT18C_HUMAN
xiphophorus_groups/OG0007820.fa:5:>sp|Q8R2L5|RT18C_MOUSE
xiphophorus_groups/OG0007824.fa:1:>sp|O14548|COX7R_HUMAN
xiphophorus_groups/OG0007824.fa:4:>sp|Q61387|COX7R_MOUSE
xiphophorus_groups/OG0007827.fa:1:>sp|P13196|HEM1_HUMAN
xiphophorus_groups/OG0007827.fa:13:>sp|Q8VC19|HEM1_MOUSE
xiphophorus_groups/OG0007835.fa:1:>sp|P32119|PRDX2_HUMAN
xiphophorus_groups/OG0007835.fa:6:>sp|Q61171|PRDX2_MOUSE
xiphophorus_groups/OG0007850.fa:1:>sp|Q8N4Q1|MIA40_HUMAN
xiphophorus_groups/OG0007850.fa:5:>sp|Q8VEA4|MIA40_MOUSE
xiphophorus_groups/OG0007851.fa:1:>sp|Q92667|AKAP1_HUMAN
xiphophorus_groups/OG0007851.fa:18:>sp|O08715|AKAP1_MOUSE
xiphophorus_groups/OG0007877.fa:1:>sp|Q6P1Q0|LTMD1_HUMAN
xiphophorus_groups/OG0007877.fa:8:>sp|Q924L1|LTMD1_MOUSE
xiphophorus_groups/OG0007919.fa:1:>sp|Q8N3Z0|PRS35_HUMAN
xiphophorus_groups/OG0007919.fa:9:>sp|Q8C0F9|PRS35_MOUSE
xiphophorus_groups/OG0007938.fa:1:>sp|Q9NVS9|PNPO_HUMAN
xiphophorus_groups/OG0007938.fa:7:>sp|Q91XF0|PNPO_MOUSE
xiphophorus_groups/OG0007950.fa:1:>sp|O43464|HTRA2_HUMAN
xiphophorus_groups/OG0007950.fa:10:>sp|Q9JIY5|HTRA2_MOUSE
xiphophorus_groups/OG0007976.fa:1:>sp|Q8TBP6|S2540_HUMAN
xiphophorus_groups/OG0007976.fa:8:>sp|Q8BGP6|S2540_MOUSE
xiphophorus_groups/OG0007984.fa:1:>sp|Q9H857|NT5D2_HUMAN
xiphophorus_groups/OG0007984.fa:11:>tr|A0A2I3BR81|A0A2I3BR81_MOUSE
xiphophorus_groups/OG0007985.fa:1:>sp|Q9HD33|RM47_HUMAN
xiphophorus_groups/OG0007985.fa:7:>sp|Q8K2Y7|RM47_MOUSE
xiphophorus_groups/OG0008044.fa:1:>sp|Q16795|NDUA9_HUMAN
xiphophorus_groups/OG0008044.fa:9:>sp|Q9DC69|NDUA9_MOUSE
xiphophorus_groups/OG0008066.fa:1:>sp|Q9BT30|ALKB7_HUMAN
xiphophorus_groups/OG0008066.fa:6:>sp|Q9D6Z0|ALKB7_MOUSE
xiphophorus_groups/OG0008069.fa:1:>sp|Q9H4A6|GOLP3_HUMAN
xiphophorus_groups/OG0008069.fa:7:>sp|Q9CRA5|GOLP3_MOUSE
xiphophorus_groups/OG0008094.fa:1:>sp|Q96DA6|TIM14_HUMAN
xiphophorus_groups/OG0008094.fa:4:>sp|Q9CQV7|TIM14_MOUSE
xiphophorus_groups/OG0008101.fa:1:>sp|Q9BSF4|TIM29_HUMAN
xiphophorus_groups/OG0008101.fa:7:>sp|Q8BGX2|TIM29_MOUSE
xiphophorus_groups/OG0008123.fa:1:>sp|Q6IAN0|DRS7B_HUMAN
xiphophorus_groups/OG0008123.fa:8:>sp|Q99J47|DRS7B_MOUSE
xiphophorus_groups/OG0008135.fa:1:>sp|Q96GJ1|TRM2_HUMAN
xiphophorus_groups/OG0008135.fa:11:>sp|Q8BQJ6|TRM2_MOUSE
xiphophorus_groups/OG0008138.fa:1:>sp|Q96RQ3|MCCA_HUMAN
xiphophorus_groups/OG0008138.fa:15:>sp|Q99MR8|MCCA_MOUSE
xiphophorus_groups/OG0008149.fa:1:>sp|Q9Y234|LIPT_HUMAN
xiphophorus_groups/OG0008149.fa:9:>sp|Q8VCM4|LIPT_MOUSE
xiphophorus_groups/OG0008167.fa:1:>sp|P46199|IF2M_HUMAN
xiphophorus_groups/OG0008167.fa:15:>sp|Q91YJ5|IF2M_MOUSE
xiphophorus_groups/OG0008168.fa:1:>sp|P51659|DHB4_HUMAN
xiphophorus_groups/OG0008168.fa:15:>sp|P51660|DHB4_MOUSE
xiphophorus_groups/OG0008174.fa:1:>sp|Q14596|NBR1_HUMAN
xiphophorus_groups/OG0008174.fa:19:>sp|P97432|NBR1_MOUSE
xiphophorus_groups/OG0008177.fa:1:>sp|Q3MIX3|ADCK5_HUMAN
xiphophorus_groups/OG0008177.fa:12:>sp|Q80V03|ADCK5_MOUSE
xiphophorus_groups/OG0008191.fa:1:>sp|Q9BUK0|CHCH7_HUMAN
xiphophorus_groups/OG0008191.fa:4:>sp|Q8K2Q5|CHCH7_MOUSE
xiphophorus_groups/OG0008200.fa:1:>sp|Q9Y5T4|DJC15_HUMAN
xiphophorus_groups/OG0008200.fa:5:>sp|Q78YY6|DJC15_MOUSE
xiphophorus_groups/OG0008225.fa:1:>sp|Q5JRX3|PREP_HUMAN
xiphophorus_groups/OG0008225.fa:20:>sp|Q8K411|PREP_MOUSE
xiphophorus_groups/OG0008235.fa:1:>sp|Q9BRQ8|FSP1_HUMAN
xiphophorus_groups/OG0008235.fa:9:>sp|Q8BUE4|FSP1_MOUSE
xiphophorus_groups/OG0008240.fa:1:>sp|Q9NZE8|RM35_HUMAN
xiphophorus_groups/OG0008240.fa:6:>sp|Q9CQL6|RM35_MOUSE
xiphophorus_groups/OG0008248.fa:1:>sp|Q9Y375|CIA30_HUMAN
xiphophorus_groups/OG0008248.fa:8:>sp|Q9CWX2|CIA30_MOUSE
xiphophorus_groups/OG0008262.fa:1:>sp|Q15046|SYK_HUMAN
xiphophorus_groups/OG0008262.fa:12:>sp|Q99MN1|SYK_MOUSE
xiphophorus_groups/OG0008265.fa:1:>sp|Q5T1C6|THEM4_HUMAN
xiphophorus_groups/OG0008265.fa:6:>sp|Q3UUI3|THEM4_MOUSE
xiphophorus_groups/OG0008274.fa:1:>sp|Q8N490|PNKD_HUMAN
xiphophorus_groups/OG0008274.fa:9:>sp|Q69ZP3|PNKD_MOUSE
xiphophorus_groups/OG0008275.fa:1:>sp|Q8NBU5|ATAD1_HUMAN
xiphophorus_groups/OG0008275.fa:9:>sp|Q9D5T0|ATAD1_MOUSE
xiphophorus_groups/OG0008287.fa:1:>sp|H0UI37|TSTD3_HUMAN
xiphophorus_groups/OG0008287.fa:4:>sp|Q9D0B5|TSTD3_MOUSE
xiphophorus_groups/OG0008308.fa:1:>sp|Q8N3J2|METL4_HUMAN
xiphophorus_groups/OG0008308.fa:10:>sp|Q3U034|METL4_MOUSE
xiphophorus_groups/OG0008313.fa:1:>sp|Q9BYD1|RM13_HUMAN
xiphophorus_groups/OG0008313.fa:5:>sp|Q9D1P0|RM13_MOUSE
xiphophorus_groups/OG0008318.fa:1:>sp|Q9HBH1|DEFM_HUMAN
xiphophorus_groups/OG0008318.fa:7:>tr|S4R2K0|S4R2K0_MOUSE
xiphophorus_groups/OG0008319.fa:1:>sp|Q9NS69|TOM22_HUMAN
xiphophorus_groups/OG0008319.fa:5:>sp|Q9CPQ3|TOM22_MOUSE
xiphophorus_groups/OG0008333.fa:1:>sp|P22033|MUTA_HUMAN
xiphophorus_groups/OG0008333.fa:15:>sp|P16332|MUTA_MOUSE
xiphophorus_groups/OG0008340.fa:1:>sp|Q13686|ALKB1_HUMAN
xiphophorus_groups/OG0008340.fa:9:>sp|P0CB42|ALKB1_MOUSE
xiphophorus_groups/OG0008345.fa:1:>sp|Q8IVS2|FABD_HUMAN
xiphophorus_groups/OG0008345.fa:9:>sp|Q8R3F5|FABD_MOUSE
xiphophorus_groups/OG0008359.fa:1:>sp|Q9Y291|RT33_HUMAN
xiphophorus_groups/OG0008359.fa:4:>sp|Q9D2R8|RT33_MOUSE
xiphophorus_groups/OG0008362.fa:1:>sp|A6NFY7|SDHF1_HUMAN
xiphophorus_groups/OG0008362.fa:4:>sp|Q3U276|SDHF1_MOUSE
xiphophorus_groups/OG0008372.fa:1:>sp|P82921|RT21_HUMAN
xiphophorus_groups/OG0008372.fa:4:>sp|P58059|RT21_MOUSE
xiphophorus_groups/OG0008387.fa:1:>sp|Q8N573|OXR1_HUMAN
xiphophorus_groups/OG0008387.fa:17:>sp|Q4KMM3|OXR1_MOUSE
xiphophorus_groups/OG0008409.fa:1:>sp|O43236|SEPT4_HUMAN
xiphophorus_groups/OG0008409.fa:10:>sp|P28661|SEPT4_MOUSE
xiphophorus_groups/OG0008412.fa:1:>sp|P04040|CATA_HUMAN
xiphophorus_groups/OG0008412.fa:11:>sp|P24270|CATA_MOUSE
xiphophorus_groups/OG0008417.fa:1:>sp|P30084|ECHM_HUMAN
xiphophorus_groups/OG0008417.fa:7:>sp|Q8BH95|ECHM_MOUSE
xiphophorus_groups/OG0008449.fa:1:>sp|Q9P2R7|SUCB1_HUMAN
xiphophorus_groups/OG0008449.fa:10:>sp|Q9Z2I9|SUCB1_MOUSE
xiphophorus_groups/OG0008453.fa:1:>sp|A6NK58|LIPT2_HUMAN
xiphophorus_groups/OG0008453.fa:6:>sp|Q9D009|LIPT2_MOUSE
xiphophorus_groups/OG0008456.fa:1:>sp|O43708|MAAI_HUMAN
xiphophorus_groups/OG0008456.fa:6:>sp|Q9WVL0|MAAI_MOUSE
xiphophorus_groups/OG0008457.fa:1:>sp|O95202|LETM1_HUMAN
xiphophorus_groups/OG0008457.fa:15:>sp|Q9Z2I0|LETM1_MOUSE
xiphophorus_groups/OG0008472.fa:1:>sp|Q5T653|RM02_HUMAN
xiphophorus_groups/OG0008472.fa:8:>sp|Q9D773|RM02_MOUSE
xiphophorus_groups/OG0008477.fa:1:>sp|Q6DKK2|TTC19_HUMAN
xiphophorus_groups/OG0008477.fa:9:>sp|Q8CC21|TTC19_MOUSE
xiphophorus_groups/OG0008482.fa:1:>sp|Q86WU2|LDHD_HUMAN
xiphophorus_groups/OG0008482.fa:11:>sp|Q7TNG8|LDHD_MOUSE
xiphophorus_groups/OG0008517.fa:1:>sp|Q08426|ECHP_HUMAN
xiphophorus_groups/OG0008517.fa:15:>sp|Q9DBM2|ECHP_MOUSE
xiphophorus_groups/OG0008518.fa:1:>sp|Q12849|GRSF1_HUMAN
xiphophorus_groups/OG0008518.fa:10:>sp|Q8C5Q4|GRSF1_MOUSE
xiphophorus_groups/OG0008556.fa:1:>sp|Q00059|TFAM_HUMAN
xiphophorus_groups/OG0008556.fa:7:>sp|P40630|TFAM_MOUSE
xiphophorus_groups/OG0008568.fa:1:>sp|Q7Z7F7|RM55_HUMAN
xiphophorus_groups/OG0008568.fa:5:>sp|Q9CZ83|RM55_MOUSE
xiphophorus_groups/OG0008584.fa:1:>sp|Q9Y241|HIG1A_HUMAN
xiphophorus_groups/OG0008584.fa:4:>sp|Q9JLR9|HIG1A_MOUSE
xiphophorus_groups/OG0008616.fa:1:>sp|Q86XE5|HOGA1_HUMAN
xiphophorus_groups/OG0008616.fa:8:>sp|Q9DCU9|HOGA1_MOUSE
xiphophorus_groups/OG0008621.fa:1:>sp|Q96PE7|MCEE_HUMAN
xiphophorus_groups/OG0008621.fa:5:>sp|Q9D1I5|MCEE_MOUSE
xiphophorus_groups/OG0008641.fa:1:>sp|P06746|DPOLB_HUMAN
xiphophorus_groups/OG0008641.fa:8:>sp|Q8K409|DPOLB_MOUSE
xiphophorus_groups/OG0008648.fa:1:>sp|Q07817|B2CL1_HUMAN
xiphophorus_groups/OG0008648.fa:6:>sp|Q64373|B2CL1_MOUSE
xiphophorus_groups/OG0008649.fa:1:>sp|Q15120|PDK3_HUMAN
xiphophorus_groups/OG0008649.fa:9:>sp|Q922H2|PDK3_MOUSE
xiphophorus_groups/OG0008661.fa:1:>sp|Q96HS1|PGAM5_HUMAN
xiphophorus_groups/OG0008661.fa:7:>sp|Q8BX10|PGAM5_MOUSE
xiphophorus_groups/OG0008708.fa:1:>sp|Q99643|C560_HUMAN
xiphophorus_groups/OG0008708.fa:5:>sp|Q9CZB0|C560_MOUSE
xiphophorus_groups/OG0008745.fa:1:>sp|Q96EL2|RT24_HUMAN
xiphophorus_groups/OG0008745.fa:5:>sp|Q9CQV5|RT24_MOUSE
xiphophorus_groups/OG0008747.fa:1:>sp|Q9BRJ2|RM45_HUMAN
xiphophorus_groups/OG0008747.fa:8:>sp|Q9D0Q7|RM45_MOUSE
xiphophorus_groups/OG0008776.fa:1:>sp|Q5H9E4|S2553_HUMAN
xiphophorus_groups/OG0008776.fa:8:>tr|A2AF28|A2AF28_MOUSE
xiphophorus_groups/OG0008786.fa:1:>sp|Q8N8R5|CB069_HUMAN
xiphophorus_groups/OG0008786.fa:9:>sp|Q9D9H8|CB069_MOUSE
xiphophorus_groups/OG0008794.fa:1:>sp|Q9H3K2|GHITM_HUMAN
xiphophorus_groups/OG0008794.fa:8:>sp|Q91VC9|GHITM_MOUSE
xiphophorus_groups/OG0008809.fa:1:>sp|A6NNL5|CO061_HUMAN
xiphophorus_groups/OG0008809.fa:5:>sp|Q0VG49|CO061_MOUSE
xiphophorus_groups/OG0008822.fa:1:>sp|Q15070|OXA1L_HUMAN
xiphophorus_groups/OG0008822.fa:10:>sp|Q8BGA9|OXA1L_MOUSE
xiphophorus_groups/OG0008827.fa:1:>sp|Q86YB7|ECHD2_HUMAN
xiphophorus_groups/OG0008827.fa:7:>sp|Q3TLP5|ECHD2_MOUSE
xiphophorus_groups/OG0008838.fa:1:>sp|Q9H019|MFR1L_HUMAN
xiphophorus_groups/OG0008838.fa:7:>sp|Q9CWE0|MFR1L_MOUSE
xiphophorus_groups/OG0008842.fa:1:>sp|Q9P015|RM15_HUMAN
xiphophorus_groups/OG0008842.fa:7:>sp|Q9CPR5|RM15_MOUSE
xiphophorus_groups/OG0008851.fa:1:>sp|O43521|B2L11_HUMAN
xiphophorus_groups/OG0008851.fa:6:>sp|O54918|B2L11_MOUSE
xiphophorus_groups/OG0008872.fa:1:>sp|Q7KZN9|COX15_HUMAN
xiphophorus_groups/OG0008872.fa:9:>sp|Q8BJ03|COX15_MOUSE
xiphophorus_groups/OG0008874.fa:1:>sp|Q8IWW8|HOT_HUMAN
xiphophorus_groups/OG0008874.fa:10:>sp|Q8R0N6|HOT_MOUSE
xiphophorus_groups/OG0008883.fa:1:>sp|Q9HBL7|PLRKT_HUMAN
xiphophorus_groups/OG0008883.fa:5:>sp|Q9D3P8|PLRKT_MOUSE
xiphophorus_groups/OG0008892.fa:1:>sp|Q9Y6G3|RM42_HUMAN
xiphophorus_groups/OG0008892.fa:5:>sp|Q9CPV3|RM42_MOUSE
xiphophorus_groups/OG0008907.fa:1:>sp|Q70CQ3|UBP30_HUMAN
xiphophorus_groups/OG0008907.fa:11:>sp|Q3UN04|UBP30_MOUSE
xiphophorus_groups/OG0008931.fa:1:>sp|P10109|ADX_HUMAN
xiphophorus_groups/OG0008931.fa:6:>sp|P46656|ADX_MOUSE
xiphophorus_groups/OG0008970.fa:1:>sp|P27144|KAD4_HUMAN
xiphophorus_groups/OG0008970.fa:6:>sp|Q9WUR9|KAD4_MOUSE
xiphophorus_groups/OG0008979.fa:1:>sp|Q5JPH6|SYEM_HUMAN
xiphophorus_groups/OG0008979.fa:11:>sp|Q9CXJ1|SYEM_MOUSE
xiphophorus_groups/OG0008994.fa:1:>sp|Q9UHK6|AMACR_HUMAN
xiphophorus_groups/OG0008994.fa:9:>sp|O09174|AMACR_MOUSE
xiphophorus_groups/OG0008996.fa:1:>sp|Q9Y6H3|ATP23_HUMAN
xiphophorus_groups/OG0008996.fa:7:>sp|Q9CWQ3|ATP23_MOUSE
xiphophorus_groups/OG0009002.fa:1:>sp|O95140|MFN2_HUMAN
xiphophorus_groups/OG0009002.fa:15:>sp|Q80U63|MFN2_MOUSE
xiphophorus_groups/OG0009040.fa:1:>sp|Q9HC38|GLOD4_HUMAN
xiphophorus_groups/OG0009040.fa:8:>sp|Q9CPV4|GLOD4_MOUSE
xiphophorus_groups/OG0009073.fa:1:>sp|Q9NP58|ABCB6_HUMAN
xiphophorus_groups/OG0009073.fa:17:>sp|Q9DC29|ABCB6_MOUSE
xiphophorus_groups/OG0009079.fa:1:>sp|Q9UBX3|DIC_HUMAN
xiphophorus_groups/OG0009079.fa:7:>sp|Q9QZD8|DIC_MOUSE
xiphophorus_groups/OG0009087.fa:1:>sp|O15239|NDUA1_HUMAN
xiphophorus_groups/OG0009087.fa:4:>sp|O35683|NDUA1_MOUSE
xiphophorus_groups/OG0009101.fa:1:>sp|P49748|ACADV_HUMAN
xiphophorus_groups/OG0009101.fa:13:>sp|P50544|ACADV_MOUSE
xiphophorus_groups/OG0009108.fa:1:>sp|Q53H12|AGK_HUMAN
xiphophorus_groups/OG0009108.fa:10:>sp|Q9ESW4|AGK_MOUSE
xiphophorus_groups/OG0009112.fa:1:>sp|Q8WV60|PTCD2_HUMAN
xiphophorus_groups/OG0009112.fa:9:>sp|Q8R3K3|PTCD2_MOUSE
xiphophorus_groups/OG0009121.fa:1:>sp|Q9NWT8|AKIP_HUMAN
xiphophorus_groups/OG0009121.fa:6:>sp|Q9DCJ7|AKIP_MOUSE
xiphophorus_groups/OG0009149.fa:1:>sp|Q4U2R6|RM51_HUMAN
xiphophorus_groups/OG0009149.fa:5:>sp|Q9CPY1|RM51_MOUSE
xiphophorus_groups/OG0009160.fa:1:>sp|Q96I36|COX14_HUMAN
xiphophorus_groups/OG0009160.fa:3:>sp|Q8BH51|COX14_MOUSE
xiphophorus_groups/OG0009162.fa:1:>sp|Q99757|THIOM_HUMAN
xiphophorus_groups/OG0009162.fa:5:>sp|P97493|THIOM_MOUSE
xiphophorus_groups/OG0009181.fa:1:>sp|P36776|LONM_HUMAN
xiphophorus_groups/OG0009181.fa:18:>sp|Q8CGK3|LONM_MOUSE
xiphophorus_groups/OG0009192.fa:1:>sp|Q8TCC3|RM30_HUMAN
xiphophorus_groups/OG0009192.fa:5:>sp|Q9D7N6|RM30_MOUSE
xiphophorus_groups/OG0009193.fa:1:>sp|Q8WUD6|CHPT1_HUMAN
xiphophorus_groups/OG0009193.fa:9:>sp|Q8C025|CHPT1_MOUSE
xiphophorus_groups/OG0009200.fa:1:>sp|Q9BQ52|RNZ2_HUMAN
xiphophorus_groups/OG0009200.fa:16:>sp|Q80Y81|RNZ2_MOUSE
xiphophorus_groups/OG0009204.fa:1:>sp|Q9H7Z7|PGES2_HUMAN
xiphophorus_groups/OG0009204.fa:9:>sp|Q8BWM0|PGES2_MOUSE
xiphophorus_groups/OG0009206.fa:1:>sp|Q9HCL2|GPAT1_HUMAN
xiphophorus_groups/OG0009206.fa:16:>sp|Q61586|GPAT1_MOUSE
xiphophorus_groups/OG0009225.fa:1:>sp|P50336|PPOX_HUMAN
xiphophorus_groups/OG0009225.fa:10:>sp|P51175|PPOX_MOUSE
xiphophorus_groups/OG0009229.fa:1:>sp|Q13825|AUHM_HUMAN
xiphophorus_groups/OG0009229.fa:8:>sp|Q9JLZ3|AUHM_MOUSE
xiphophorus_groups/OG0009245.fa:1:>sp|Q96JX3|SRAC1_HUMAN
xiphophorus_groups/OG0009245.fa:13:>sp|Q3U213|SRAC1_MOUSE
xiphophorus_groups/OG0009251.fa:1:>sp|Q9NPB1|NT5M_HUMAN
xiphophorus_groups/OG0009251.fa:6:>sp|Q8VCE6|NT5M_MOUSE
xiphophorus_groups/OG0009256.fa:1:>sp|Q9Y697|NFS1_HUMAN
xiphophorus_groups/OG0009256.fa:10:>sp|Q9Z1J3|NFS1_MOUSE
xiphophorus_groups/OG0009278.fa:1:>sp|Q13907|IDI1_HUMAN
xiphophorus_groups/OG0009278.fa:6:>sp|P58044|IDI1_MOUSE
xiphophorus_groups/OG0009313.fa:1:>sp|P52815|RM12_HUMAN
xiphophorus_groups/OG0009313.fa:6:>sp|Q9DB15|RM12_MOUSE
xiphophorus_groups/OG0009328.fa:1:>sp|Q7L592|NDUF7_HUMAN
xiphophorus_groups/OG0009328.fa:10:>sp|Q9CWG8|NDUF7_MOUSE
xiphophorus_groups/OG0009330.fa:1:>sp|Q86X76|NIT1_HUMAN
xiphophorus_groups/OG0009330.fa:8:>sp|Q8VDK1|NIT1_MOUSE
xiphophorus_groups/OG0009351.fa:1:>sp|O15235|RT12_HUMAN
xiphophorus_groups/OG0009351.fa:5:>sp|O35680|RT12_MOUSE
xiphophorus_groups/OG0009354.fa:1:>sp|O75306|NDUS2_HUMAN
xiphophorus_groups/OG0009354.fa:10:>sp|Q91WD5|NDUS2_MOUSE
xiphophorus_groups/OG0009360.fa:1:>sp|P42126|ECI1_HUMAN
xiphophorus_groups/OG0009360.fa:8:>sp|P42125|ECI1_MOUSE
xiphophorus_groups/OG0009365.fa:1:>sp|Q2M3C7|SPKAP_HUMAN
xiphophorus_groups/OG0009365.fa:31:>sp|Q6NSW3|SPKAP_MOUSE
xiphophorus_groups/OG0009383.fa:1:>sp|Q9BYV1|AGT2_HUMAN
xiphophorus_groups/OG0009383.fa:11:>sp|Q3UEG6|AGT2_MOUSE
xiphophorus_groups/OG0009385.fa:1:>sp|Q9H903|MTD2L_HUMAN
xiphophorus_groups/OG0009385.fa:8:>sp|D3YZG8|MTD2L_MOUSE
xiphophorus_groups/OG0009389.fa:1:>sp|Q9UJA2|CRLS1_HUMAN
xiphophorus_groups/OG0009389.fa:8:>sp|Q80ZM8|CRLS1_MOUSE
xiphophorus_groups/OG0009405.fa:1:>sp|Q86SX6|GLRX5_HUMAN
xiphophorus_groups/OG0009405.fa:5:>sp|Q80Y14|GLRX5_MOUSE
xiphophorus_groups/OG0009423.fa:1:>sp|Q9H611|PIF1_HUMAN
xiphophorus_groups/OG0009423.fa:13:>sp|Q80SX8|PIF1_MOUSE
xiphophorus_groups/OG0009451.fa:1:>sp|P05166|PCCB_HUMAN
xiphophorus_groups/OG0009451.fa:11:>sp|Q99MN9|PCCB_MOUSE
xiphophorus_groups/OG0009459.fa:1:>sp|P49419|AL7A1_HUMAN
xiphophorus_groups/OG0009459.fa:11:>sp|Q9DBF1|AL7A1_MOUSE
xiphophorus_groups/OG0009476.fa:1:>sp|Q8WW59|SPRY4_HUMAN
xiphophorus_groups/OG0009476.fa:6:>sp|Q91WK1|SPRY4_MOUSE
xiphophorus_groups/OG0009479.fa:1:>sp|Q96DV4|RM38_HUMAN
xiphophorus_groups/OG0009479.fa:9:>sp|Q8K2M0|RM38_MOUSE
xiphophorus_groups/OG0009496.fa:1:>sp|Q13505|MTX1_HUMAN
xiphophorus_groups/OG0009496.fa:10:>sp|P47802|MTX1_MOUSE
xiphophorus_groups/OG0009498.fa:1:>sp|Q14061|COX17_HUMAN
xiphophorus_groups/OG0009498.fa:4:>sp|P56394|COX17_MOUSE
xiphophorus_groups/OG0009513.fa:1:>sp|Q96B77|TM186_HUMAN
xiphophorus_groups/OG0009513.fa:6:>sp|Q9CR76|TM186_MOUSE
xiphophorus_groups/OG0009527.fa:1:>sp|O14874|BCKD_HUMAN
xiphophorus_groups/OG0009527.fa:9:>sp|O55028|BCKD_MOUSE
xiphophorus_groups/OG0009532.fa:1:>sp|P09001|RM03_HUMAN
xiphophorus_groups/OG0009532.fa:8:>sp|Q99N95|RM03_MOUSE
xiphophorus_groups/OG0009535.fa:1:>sp|P13995|MTDC_HUMAN
xiphophorus_groups/OG0009535.fa:8:>sp|P18155|MTDC_MOUSE
xiphophorus_groups/OG0009540.fa:1:>sp|Q12887|COX10_HUMAN
xiphophorus_groups/OG0009540.fa:10:>sp|Q8CFY5|COX10_MOUSE
xiphophorus_groups/OG0009544.fa:1:>sp|Q5VUM1|SDHF4_HUMAN
xiphophorus_groups/OG0009544.fa:4:>sp|Q8BTE0|SDHF4_MOUSE
xiphophorus_groups/OG0009552.fa:1:>sp|Q969S9|RRF2M_HUMAN
xiphophorus_groups/OG0009552.fa:15:>sp|Q8R2Q4|RRF2M_MOUSE
xiphophorus_groups/OG0009553.fa:1:>sp|Q96AG3|S2546_HUMAN
xiphophorus_groups/OG0009553.fa:9:>sp|Q9CQS4|S2546_MOUSE
xiphophorus_groups/OG0009558.fa:1:>sp|Q96QE5|TEFM_HUMAN
